Timestamp,Success,Response Time,During Rotation
2025-04-21 17:07:51,True,0.07615041732788086,False
2025-04-21 17:07:52,True,0.06710243225097656,False
2025-04-21 17:07:53,True,0.0699625015258789,False
2025-04-21 17:07:54,True,0.14458513259887695,False
2025-04-21 17:07:55,True,0.08374166488647461,False
2025-04-21 17:07:57,True,0.05869174003601074,False
2025-04-21 17:07:58,True,0.009187936782836914,False
2025-04-21 17:07:59,True,0.04991602897644043,False
2025-04-21 17:08:00,True,0.06912803649902344,False
2025-04-21 17:08:01,True,0.05902814865112305,False
2025-04-21 17:08:02,True,0.06036376953125,True
2025-04-21 17:08:03,True,0.05861783027648926,True
2025-04-21 17:08:04,True,0.07084178924560547,True
2025-04-21 17:08:05,True,0.048403024673461914,True
2025-04-21 17:08:06,True,0.059226036071777344,True
2025-04-21 17:08:07,True,0.05910038948059082,True
2025-04-21 17:08:08,True,0.0494382381439209,True
2025-04-21 17:08:09,True,0.048983097076416016,True
2025-04-21 17:08:10,True,0.06885337829589844,True
2025-04-21 17:08:11,True,0.06911921501159668,True
2025-04-21 17:08:12,True,0.05010104179382324,True
2025-04-21 17:08:13,True,0.06899619102478027,True
2025-04-21 17:08:14,True,0.05960822105407715,True
2025-04-21 17:08:16,True,0.05085635185241699,True
2025-04-21 17:08:17,True,0.058052778244018555,True
2025-04-21 17:08:18,True,0.06212425231933594,True
2025-04-21 17:08:19,True,0.07569146156311035,True
2025-04-21 17:08:20,True,0.060250043869018555,True
2025-04-21 17:08:21,True,0.04835700988769531,True
2025-04-21 17:08:22,True,0.04885244369506836,True
2025-04-21 17:08:23,True,0.05906081199645996,True
2025-04-21 17:08:24,True,0.06921148300170898,True
2025-04-21 17:08:25,True,0.04911184310913086,True
2025-04-21 17:08:26,True,0.05007338523864746,True
2025-04-21 17:08:27,True,0.049591064453125,True
2025-04-21 17:08:28,True,0.24836969375610352,True
2025-04-21 17:08:29,True,0.05016493797302246,True
2025-04-21 17:08:31,True,0.058998823165893555,True
2025-04-21 17:08:32,True,0.059662818908691406,True
2025-04-21 17:08:33,True,0.0487523078918457,True
2025-04-21 17:08:34,True,0.03670835494995117,True
2025-04-21 17:08:35,True,0.06331348419189453,True
2025-04-21 17:08:36,True,0.05729055404663086,True
2025-04-21 17:08:37,True,0.0695950984954834,True
2025-04-21 17:08:38,True,0.058734893798828125,True
2025-04-21 17:08:39,True,0.05923008918762207,True
2025-04-21 17:08:40,True,0.05910158157348633,True
2025-04-21 17:08:41,True,0.06907415390014648,True
2025-04-21 17:08:42,True,0.059526681900024414,True
2025-04-21 17:08:43,True,0.06004214286804199,True
2025-04-21 17:08:44,True,0.05958223342895508,True
2025-04-21 17:08:45,True,0.06952142715454102,True
2025-04-21 17:08:46,True,0.06908464431762695,True
2025-04-21 17:08:48,True,0.0599675178527832,True
2025-04-21 17:08:49,True,0.04963254928588867,True
2025-04-21 17:08:50,True,0.04924607276916504,True
2025-04-21 17:08:51,True,0.04853987693786621,True
